p-value	FDR_BH	f-score	row_number	mz	retention_time	mock_6hr_01	mock_6hr_02	mock_6hr_03	yf_6hr_01	yf_6hr_02	yf_6hr_03
0.0011376349075854738	0.028635600071307304	-8.324744346045529	row_4108	843.4263	40.0	17.49	17.677337527672996	17.708489269748114	14.479279911665788	15.53255402026624	14.716019150189092
0.0011388673300071518	0.028635600071307304	8.322383664458892	row_2750	717.3391	39.0	11.68	11.002492237140869	11.499813411788065	13.724194137554957	14.378177079144926	13.67380816221536
0.0011389769634366134	0.028635600071307304	-8.322173816940937	row_6135	803.8461	303.0	15.8	15.434924824103332	15.496202469785336	14.387445155355012	14.24418689847906	13.976049348727743
0.0011518799448228024	0.0288544222079141	-8.29764966176749	row_7177	672.9194	44.0	17.67	17.824037424168207	17.779853360069495	16.550663859564416	16.01698005805822	16.456511500105226
0.0011548987000040666	0.0288544222079141	8.291961112912	row_3294	764.8366	41.0	17.37	17.42585199082406	17.12738167713116	18.12205857865993	18.057753578969113	18.176159630261886
0.0011600932605100598	0.0288939115818627	8.28221543765838	row_7750	263.1052	118.0	13.66	13.768833142479144	13.20235670945527	15.101715482216608	15.429484650523266	15.132903545378586
0.0011767591437802701	0.029193057808409556	8.251309137064371	row_1564	255.0634	498.0	14.24	14.86908236619323	14.904900007122475	17.142487844678314	17.758852406714485	18.15531541050241
0.0011808946315077964	0.029193057808409556	8.243723869167832	row_7839	221.9837	75.0	10.72	10.509999727478371	11.601762112247181	14.162960195484224	13.996820411095921	13.67380816221536
0.0011830582526484925	0.029193057808409556	8.239768469517761	row_6799	159.0783	103.0	12.67	16.16842430657939	14.079115533403652	22.519923019764903	23.118459633349154	23.637345207244238
0.0011899667579803035	0.029273182246315466	8.227198465898926	row_1734	288.5685	442.0	16.97	16.807616712737097	17.942971280804077	21.4383136676602	20.582953137671982	20.68788811127858
0.0012068979343635542	0.02952614165862705	-8.196770521471388	row_2070	372.14099999999996	98.0	13.99	12.993419403861598	12.896510608077929	10.173250226871595	10.4615410289119	10.390843550098106
0.0012076358126793052	0.02952614165862705	8.195456472184935	row_4337	882.3116	40.0	17.44	17.279152094328847	17.25991498772801	17.989408375099917	17.98560502014903	17.84265211411029
0.0012187384766405894	0.029677534088983836	8.17580348990377	row_6993	327.0505	44.0	19.73	20.10836438387936	19.767853019022215	20.846489682546302	21.026151427566774	21.021395627430174
0.0012212518718293537	0.029677534088983836	8.171385245133575	row_1603	263.123	183.0	13.67	14.753818161804135	14.884510267030652	17.611865488044504	17.686703847894403	17.51956670783843
0.0012449777808081122	0.030126959538726295	-8.130224776008355	row_5861	290.1027	404.0	14.25	12.8781551994725	13.763074561980398	10.173250226871595	9.874045621376945	10.390843550098106
0.0012472825024788497	0.030126959538726295	8.126278260990988	row_6881	229.0108	135.0	13.6	12.741933867012662	13.018849048628866	16.162917110696693	15.542860957240537	16.3939788408268
0.0012588363454976905	0.030314447536909744	-8.10662904387565	row_2321	478.2069	55.0	23.33	24.184525793639164	23.713267726789933	21.734225660217145	21.75794395274189	21.71967698937257
0.0012641540555950101	0.030351086109555874	-8.097660255889096	row_7315	479.1963	57.0	21.92	22.59178406026258	22.13306286967366	20.622004722675516	20.325279713314547	20.44817958404462
0.0012794941953680665	0.030389322706217716	-8.07204716071409	row_793	162.0213	102.0	17.94	17.70877321977911	17.728879009839936	15.193550238527385	13.852523293455757	14.049004117885906
0.0012799963118846401	0.030389322706217716	8.071215218742923	row_2238	442.1462	162.0	18.54	18.096480089087883	18.146868681722303	19.540395370570813	19.67594268393381	19.416390705950622
0.0012850264326800913	0.030389322706217716	-8.062903184614754	row_4246	864.1204	39.0	16.46	17.268673530293476	17.12738167713116	14.989473002281214	14.687385188373849	14.736863369948567
