mz	rtime	p-value	FDR_BH
164.0669	524	0.7913636752666647	0.9470990368116975
164.1072	452	0.781769153006544	0.946079757269059
164.9092	72	0.11859885383037946	0.8024026159679822
164.9206	192	0.8362150670136319	0.9515195802509663
164.93	142	0.8520827381151903	0.9578802349710087
164.9975	114	0.4680194932950691	0.8661093827350878
165.0524	146	0.3844610257165201	0.8402186538769066
165.0677	123	0.6478057331150155	0.914080021288562
165.0681	513	0.9468371266341262	0.9814322349643178
165.1274	519	0.429330939338478	0.8582438806618258
165.924	121	0.43306175178821615	0.8585352918797358
165.983	287	0.26080985404745766	0.8024026159679822
165.9943	433	0.31155110424365956	0.8131887479434035
166.0261	155	0.9054396464284238	0.971215730152349
166.0646	126	0.7006454227973979	0.9322785434391663
166.0646	508	0.5213396195347091	0.8810567432265923
166.0864	85	0.33353708756217804	0.8241809301539335
166.5265	131	0.10845384850840827	0.8024026159679822
166.5737	122	0.7239763771105632	0.9370883596164007
166.9906	432	0.6763732317095124	0.9262920814421761
167.0129	139	0.37330104352252635	0.8384441418562157
167.0131	419	0.19501244378074706	0.8024026159679822
167.0703	585	0.8328245555522881	0.9504760460362437
167.0883	94	0.04333221242690869	0.8024026159679822
167.1431	566	0.982798356055671	0.9890468469661067
167.9219	123	0.524647597773223	0.8821085558918529
167.9773	311	0.36354105016488414	0.829557276482562
167.9985	405	0.7742925233101698	0.946079757269059
168.0163	229	0.05169803686805776	0.8024026159679822
168.4837	473	0.34952625857877173	0.829557276482562
168.9806	320	0.5104832809254063	0.8808915543227998
168.9933	273	0.8877918508829632	0.9664462340999854
169.0171	173	0.7121506714064672	0.9365732272028078
169.0357	119	0.8639410195115712	0.9606662904394035
169.0459	169	0.5774797195195726	0.8957381744619255
169.0583	113	0.1374634023517403	0.8024026159679822
169.0949	144	0.4202781043711329	0.8560076096382634
169.1223	23	0.2743179961387248	0.8024026159679822
169.1588	17	0.7959608531079683	0.9470990368116975
169.1588	290	0.2223625540337052	0.8024026159679822
169.1588	534	0.5111061099052402	0.8808915543227998
169.5452	125	0.8655469259113433	0.9611640789982936
169.9978	321	0.8259103186230499	0.9482448620223902
170.0408	132	0.9609962049476224	0.9852944278936859
170.0466	123	0.6064675768237919	0.9078843009209498
170.154	467	0.7543798794388614	0.9424376630429631
170.4694	295	0.8892479290573938	0.9669153144215823
170.5441	125	0.7782406361020348	0.946079757269059
170.961	210	0.18536215198115055	0.8024026159679822
171.0346	241	0.5184938238679745	0.8810567432265923
171.0432	122	0.3183409084357265	0.8157395768308975
171.0765	119	0.10524408278543139	0.8024026159679822
171.0765	503	0.02736181184917757	0.8024026159679822
171.099	399	0.16360547153226176	0.8024026159679822
171.1379	31	0.28426045781767945	0.8046589777223632
171.1492	234	0.2668891314377433	0.8024026159679822
171.5523	143	0.6332832486415333	0.914080021288562
171.9796	306	0.22715721984924736	0.8024026159679822
171.9929	309	0.6091856991406972	0.9078843009209498
172.0968	308	0.6885870294273709	0.9287333275782435
172.1026	492	0.4778588366405232	0.8722695074097194
172.1332	405	0.7301230342251275	0.9370883596164007
172.1465	9	0.8611707512329956	0.9606662904394035
172.1465	464	0.4918867279107104	0.8755294655150853
172.1525	262	0.1398695379479952	0.8024026159679822
172.1695	534	0.7698916691888844	0.946079757269059
172.9765	314	0.8453320181965728	0.9562306035342548
172.9965	317	0.42632736669550375	0.856519895373741
173.0303	475	0.07456690541019143	0.8024026159679822
173.0673	121	0.47147513173395406	0.8661093827350878
173.1148	69	0.38494117168191444	0.8402186538769066
173.1285	77	0.6282784622478188	0.914080021288562
173.1729	22	0.3298662797331855	0.8225753962205582
174.0137	79	0.2984939680222637	0.8092403441141178
174.0819	147	0.5689139981316114	0.8957381744619255
174.5623	152	0.9053219343765135	0.971215730152349
174.938	73	0.4557945015828322	0.863053284543885
174.9765	319	0.803971875304057	0.9470990368116975
174.992	549	0.5339831355119116	0.8853074905962995
175.034	86	0.7258982848523694	0.9370883596164007
175.0731	118	0.960216533684658	0.9852944278936859
175.0901	296	0.7544604757392674	0.9424376630429631
175.1118	554	0.827604464405033	0.9487695256707466
175.1191	131	0.9027484848733132	0.971215730152349
175.1311	10	0.21082191275267353	0.8024026159679822
176.0294	70	0.08000706770704803	0.8024026159679822
176.0674	115	0.7857215292629359	0.946079757269059
176.0933	495	0.5827513663753712	0.8957381744619255
176.1224	125	0.2039006343641366	0.8024026159679822
176.1435	484	0.2590491529928493	0.8024026159679822
176.9528	241	0.5958666948383944	0.9026974453433064
176.9719	325	0.7017331274623327	0.9322785434391663
176.9874	521	0.3598487323400126	0.829557276482562
177.0248	107	0.03108577572341953	0.8024026159679822
177.0546	543	0.8591842104004255	0.960621700427519
177.0612	130	0.4305514773273278	0.858327819545384
177.073	403	0.5959595498814337	0.9026974453433064
177.1023	122	0.7235036644349822	0.9370883596164007
177.1121	13	0.7778155781295031	0.946079757269059
177.1485	12	0.8535902882559474	0.9578802349710087
177.1486	462	0.5730846141224804	0.8957381744619255
177.1639	496	0.0556285829309633	0.8024026159679822
177.5342	150	0.47695446610422054	0.8713364360156246
177.9853	286	0.1992297470082828	0.8024026159679822
177.9961	120	0.38193318189692804	0.8402186538769066
178.0358	146	0.739136246468431	0.9402559828783256
178.0588	128	0.5143054700060876	0.8810567432265923
178.0944	126	0.7526581386912445	0.9423109804179649
178.1591	11	0.8019559143589599	0.9470990368116975
178.1591	420	0.9624105426253304	0.9852944278936859
178.9908	232	0.20589842336454484	0.8024026159679822
179.054	123	0.9915357444955766	0.9943127529920235
179.054	497	0.9144293654118076	0.9746875775625616
179.0638	463	0.01875212963973869	0.7368016417940488
179.0702	12	0.19790228176552083	0.8024026159679822
179.0915	299	0.5020665631702415	0.8808042599734999
179.1067	212	0.9661836198035335	0.9853680402836535
179.1264	460	0.879420660368322	0.9656195599086074
179.1431	395	0.6781544098229532	0.9265044218049718
179.933	113	0.45238196148506793	0.863053284543885
179.9911	428	0.2173974980508283	0.8024026159679822
180.0219	473	0.3578750471731402	0.829557276482562
180.0445	145	0.2456301020836036	0.8024026159679822
180.0446	513	0.004693475445967459	0.6023258442117722
180.067	473	0.27431791398731753	0.8024026159679822
180.1019	524	0.77515982585548	0.946079757269059
180.1363	525	0.2740187154746088	0.8024026159679822
180.1465	40	0.3721542296840131	0.8384441418562157
180.1465	425	0.20263040765749826	0.8024026159679822
180.9039	146	0.8694273066862429	0.9611640789982936
180.9506	448	0.22755387090993665	0.8024026159679822
180.9899	31	0.2260795468317525	0.8024026159679822
180.99	337	0.10720987330920959	0.8024026159679822
181.0145	268	0.016133662770979534	0.7368016417940488
181.0281	121	0.5374019129376543	0.8854146015389159
181.0382	132	0.2809688422376508	0.8024026159679822
181.0479	510	0.3550521200059763	0.829557276482562
181.0598	488	0.49293793497620075	0.8755294655150853
181.0861	470	0.31505437320618346	0.8137068659963899
181.1224	459	0.339641613582059	0.8255450586149032
181.1588	318	0.7208295704777987	0.9370883596164007
181.1588	537	0.7247001319001035	0.9370883596164007
181.9302	115	0.2638350342364281	0.8024026159679822
181.9779	435	0.5291700517103166	0.8853074905962995
181.9884	28	0.47097244418332207	0.8661093827350878
181.9885	331	0.0485256418939274	0.8024026159679822
182.0178	233	0.9629758651708212	0.9852944278936859
182.0331	124	0.8485809408856851	0.9571032526427656
182.0754	182	0.018878725003892982	0.7368016417940488
182.0813	583	0.5393352977718961	0.8859651741012022
182.1177	142	0.04085146804538516	0.8024026159679822
182.1541	15	0.6757296775503823	0.9262920814421761
182.154	438	0.12581306890812854	0.8024026159679822
182.1905	411	0.8524286099392109	0.9578802349710087
182.9852	34	0.12826989554222815	0.8024026159679822
182.9852	327	0.5213143207075114	0.8810567432265923
183.0801	555	0.13069922872076872	0.8024026159679822
183.138	558	0.7873088370545691	0.9466502348957814
183.1744	534	0.493473060662609	0.8755294655150853
183.9272	115	0.0013465181828975807	0.6023258442117722
183.9449	134	0.039497861480988855	0.8024026159679822
183.9651	196	0.38446718020670734	0.8402186538769066
183.9746	144	0.7518599573687402	0.9423109804179649
183.989	31	0.2344477821309817	0.8024026159679822
183.989	337	0.1972660618884729	0.8024026159679822
184.0157	341	0.9986269939606349	0.9986269939606349
184.0302	123	0.7852727203802014	0.946079757269059
184.0373	126	0.5271709077508799	0.8850081299817802
184.0375	512	0.32150738752681673	0.8191359706696333
184.0733	38	0.11772485535378899	0.8024026159679822
184.0728	577	0.3842640445986272	0.8402186538769066
184.0825	66	0.8867424394577891	0.9664462340999854
184.0839	577	0.5911371449425039	0.8990802424108364
184.0946	71	0.7340219575149787	0.9370883596164007
184.1333	424	0.7774136655982798	0.946079757269059
184.1696	93	0.9004676235388596	0.971215730152349
184.1697	527	0.7107774328484229	0.9364344775220601
184.9616	325	0.32742909446617807	0.8191359706696333
185.0234	218	0.0640668799230478	0.8024026159679822
185.1285	210	0.8665971118583987	0.9611640789982936
185.1536	20	0.3865151230343886	0.8413728022045238
185.1537	427	0.6812671196148938	0.9272660521228034
185.5201	147	0.8140966449317092	0.9473173652691366
185.96	302	0.5954875433700779	0.9026974453433064
185.9891	309	0.8217440629961574	0.9482448620223902
186.0186	153	0.27155368938046015	0.8024026159679822
186.0273	137	0.444458199183249	0.8623727103041458
186.1126	415	0.8866564096825164	0.9664462340999854
186.149	12	0.10620547955172728	0.8024026159679822
186.1853	515	0.09414083573290813	0.8024026159679822
186.2217	71	0.18222364006309263	0.8024026159679822
186.2217	471	0.6954811551579829	0.9322785434391663
186.5205	135	0.934584947549175	0.9814322349643178
186.9563	318	0.3161274219391063	0.8155277846531543
186.9812	59	0.13887981824567008	0.8024026159679822
186.9812	328	0.7647990605610016	0.946079757269059
187.1263	261	0.857922084434367	0.9596947698670153
187.9603	336	0.45010821475218	0.863053284543885
187.9836	321	0.8244595569595106	0.9482448620223902
188.0004	64	0.08686058457323093	0.8024026159679822
188.0706	78	0.7893926978669079	0.9470990368116975
188.0706	592	0.2498657182614541	0.8024026159679822
188.1298	228	0.5677252350539936	0.8957381744619255
188.9578	43	0.5705693242012813	0.8957381744619255
188.9604	322	0.5886196180346492	0.8964818375015688
188.9578	556	0.07229382505400048	0.8024026159679822
188.9787	322	0.9846066216367109	0.9904168286640723
189.074	75	0.7305706253618784	0.9370883596164007
189.1122	387	0.10387514295098864	0.8024026159679822
189.126	549	0.9248911445586068	0.9778429276440231
189.1388	432	0.5168428384615402	0.8810567432265923
189.9619	70	0.11635840113488631	0.8024026159679822
190.0499	467	0.5850359163464951	0.8957381744619255
190.0714	11	0.5207581496698679	0.8810567432265923
190.0714	230	0.7201461131206375	0.9370883596164007
191.0404	98	0.622471816538141	0.9110948120531839
191.0674	115	0.2526847989953047	0.8024026159679822
191.0782	166	0.9033338836349716	0.971215730152349
191.106	179	0.15710594807593167	0.8024026159679822
191.1278	473	0.17705120307534306	0.8024026159679822
191.1431	52	0.9937438265161139	0.9955408316273546
191.1431	527	0.39689528758892	0.8471809774906645
191.1642	481	0.004536031812282379	0.6023258442117722
191.1795	22	0.6514417820440508	0.914080021288562
191.1795	578	0.9561073878853995	0.9840378152242132
191.9588	67	0.34104297346283674	0.8255450586149032
191.9715	325	0.13057236774582925	0.8024026159679822
191.9782	336	0.36542809734730897	0.8305524756119351
191.9968	325	0.16057506709319216	0.8024026159679822
192.0433	99	0.0002962487064197938	0.6023258442117722
192.0618	122	0.6545510002967794	0.914080021288562
192.102	460	0.4576207623371231	0.863053284543885
192.1384	514	0.9920692675385216	0.9943127529920235
192.9616	72	0.6960218234128298	0.9322785434391663
192.9762	452	0.3091790887056916	0.8130814130655022
192.9904	271	0.2294951222343838	0.8024026159679822
192.9972	253	0.3757158102810725	0.8387358072581014
193.0066	64	0.013223266226399797	0.722968743213608
193.0065	475	0.30643830969893365	0.8130814130655022
193.0172	41	0.7716039304152404	0.946079757269059
193.0173	468	0.884982192114306	0.9660692304065527
193.0286	232	0.25088634312902863	0.8024026159679822
193.0345	133	0.41218865724119935	0.8510831330359784
193.0625	136	0.9013446295160473	0.971215730152349
193.0836	76	0.23590071633630544	0.8024026159679822
193.1226	531	0.12404657560107775	0.8024026159679822
193.1435	246	0.32525225279048464	0.8191359706696333
193.1588	40	0.48277579342255794	0.8747597368964747
193.1588	445	0.26766559800209383	0.8024026159679822
193.9737	134	0.8881484124156672	0.9664462340999854
193.9766	482	0.38704208645302396	0.8416930947790983
194.0216	97	0.18273666444217324	0.8024026159679822
194.0216	476	0.44558517748115833	0.8623727103041458
194.0377	479	0.8075958361722828	0.9470990368116975
194.0595	449	0.7956941525348413	0.9470990368116975
194.9753	458	0.23459635801321965	0.8024026159679822
195.02	24	0.435274400403976	0.8601360132020424
195.0201	508	0.48041696101389353	0.8738010133192472
195.0316	135	0.4705653808440553	0.8661093827350878
195.0316	488	0.25990168051146967	0.8024026159679822
195.1016	549	0.471490952974162	0.8661093827350878
195.1228	9	0.1566170740338709	0.8024026159679822
195.1382	513	0.28778660902492037	0.8046589777223632
195.1745	499	0.9483109359364424	0.9814322349643178
195.9936	250	0.707668295319083	0.9358061243482261
196.017	483	0.4089973210245714	0.8510831330359784
196.0911	180	0.6725900428789455	0.923972108420602
196.8649	107	0.9001953364367655	0.971215730152349
196.9884	370	0.041430026535009504	0.8024026159679822
196.9935	41	0.024907191051837942	0.7665879912621234
197.0008	256	0.4923644676633393	0.8755294655150853
197.0134	42	0.3353577202838014	0.8241809301539335
197.0206	480	0.14519966924417538	0.8024026159679822
197.0959	587	0.8120137583147657	0.9473173652691366
197.117	278	0.4169605331228371	0.8539598349354963
197.1285	191	0.08988776081204819	0.8024026159679822
197.1537	18	0.021483723276449176	0.7368016417940488
197.1536	539	0.18451646064428984	0.8024026159679822
197.1649	105	0.4052647387358832	0.8496373330546046
197.1648	522	0.4693338769191828	0.8661093827350878
198.0107	126	0.4047480427841126	0.8496373330546046
198.0848	118	0.32549556234994914	0.8191359706696333
198.149	429	0.9016344312775946	0.971215730152349
198.1682	104	0.520312510686906	0.8810567432265923
198.1854	555	0.9115177906745552	0.9728031823827379
198.862	107	0.17792314158859868	0.8024026159679822
198.965	120	0.9796665356202556	0.9881609289969515
199.0153	490	0.6380977292121404	0.914080021288562
199.0296	188	0.8472435175347367	0.9569274387650237
199.0296	470	0.12775708562433494	0.8024026159679822
199.073	88	0.49139552402539943	0.8755294655150853
199.0981	196	0.3386631883367266	0.8255450586149032
199.132	36	0.963507682872571	0.9852944278936859
199.1694	566	0.570913198747647	0.8957381744619255
199.1806	407	0.011412569695740483	0.722968743213608
200.0126	471	0.3620302791555625	0.829557276482562
200.1451	247	0.3772433786364804	0.8387358072581014
200.1839	510	0.5966460222209592	0.9031199352743481
200.201	39	0.28632701698967883	0.8046589777223632
200.2009	589	0.8796433112071228	0.9656195599086074
200.8591	115	0.6864952447545638	0.9272660521228034
200.9069	145	0.5371268972054627	0.8854146015389159
200.9623	121	0.49686832885045906	0.8771783362059786
201.0402	122	0.878970050891656	0.9656195599086074
201.0893	167	0.306935628536254	0.8130814130655022
201.1127	363	0.09967634725100746	0.8024026159679822
201.1264	565	0.01155071604593105	0.722968743213608
201.1481	41	0.4147251586446199	0.8527933136481612
201.2043	40	0.29500978583405674	0.8080861377110874
201.2043	588	0.8329532858314013	0.9504760460362437
201.9732	313	0.02404156760406967	0.7581561861940085
202.0293	262	0.8311727911896627	0.9504349128125192
202.0428	131	0.20883352141398462	0.8024026159679822
202.9713	316	0.5112033117595309	0.8808915543227998
202.9905	72	0.5220340721374168	0.8810567432265923
202.9878	325	0.209687653115809	0.8024026159679822
203.0217	49	0.200711179603825	0.8024026159679822
203.0527	103	0.6685740454245743	0.9236658881925541
203.1279	362	0.035771475059135145	0.8024026159679822
203.1431	495	0.9322887786668603	0.9814322349643178
203.1505	123	0.6021632627639462	0.9061578362434225
203.9831	328	0.3327975708912737	0.8241809301539335
204.0086	326	0.08543963882173158	0.8024026159679822
204.1232	97	0.06627544215852259	0.8024026159679822
204.1384	525	0.5658055177938655	0.8957381744619255
204.9672	311	0.2976723854744472	0.8092403441141178
205.0172	77	0.12729693307692222	0.8024026159679822
205.0171	561	0.1459639523464967	0.8024026159679822
205.0859	500	0.4305319989902574	0.858327819545384
205.0971	76	0.963387059526422	0.9852944278936859
205.0973	593	0.516516039505105	0.8810567432265923
205.1225	495	0.5357078821539889	0.8854146015389159
205.1428	498	0.6147621585519754	0.9110906327818915
205.1589	532	0.8160101124650383	0.9482448620223902
205.1952	518	0.9228811943630493	0.9771493180526377
205.9622	318	0.06515504161614352	0.8024026159679822
206.0229	79	0.17652056861043425	0.8024026159679822
206.0669	462	0.2730471232675458	0.8024026159679822
206.1007	74	0.869143189872643	0.9611640789982936
206.8928	78	0.8267188959509286	0.9482448620223902
207.0164	74	0.19815290421347254	0.8024026159679822
207.0448	132	0.49488373627776083	0.8766285848053701
207.0617	125	0.20372674452132253	0.8024026159679822
207.0766	10	0.7478154732282973	0.9408773399934138
207.0993	401	0.07500181751612575	0.8024026159679822
207.1105	73	0.46870818262129166	0.8661093827350878
207.1377	516	0.5670763000685377	0.8957381744619255
207.1593	419	0.9565060712964599	0.9840378152242132
207.1622	69	0.7410631715507008	0.940417161073501
207.1744	17	0.23687534943499025	0.8024026159679822
207.1744	446	0.19932920845857846	0.8024026159679822
208.0395	147	0.9495445450196287	0.9814322349643178
208.0396	453	0.7283457132373709	0.9370883596164007
208.1776	451	0.11801215316004222	0.8024026159679822
208.8903	78	0.3843537289931124	0.8402186538769066
208.991	123	0.8463355024871576	0.9568772824038475
208.9941	118	0.5075795085580489	0.8808915543227998
209.0037	259	0.7819595075173135	0.946079757269059
209.0101	472	0.2573848387399614	0.8024026159679822
209.0234	136	0.7348582296005064	0.9370883596164007
209.0372	453	0.2894545489066179	0.8046589777223632
209.0428	156	0.2990829611143784	0.8092403441141178
209.0741	152	0.1872936574242665	0.8024026159679822
209.0923	503	0.24687249094420152	0.8024026159679822
209.1168	472	0.02050005886149231	0.7368016417940488
209.1382	167	0.42447674440249816	0.856519895373741
209.1538	521	0.7800119353610633	0.946079757269059
209.1899	564	0.29440067672026554	0.8079285749239123
209.9457	56	0.11074170694696817	0.8024026159679822
209.9911	458	0.34459800506262883	0.8255450586149032
209.9989	260	0.9329308033128539	0.9814322349643178
210.0073	309	0.6824239576035109	0.9272660521228034
210.0477	100	0.3493470710123907	0.829557276482562
210.0503	71	0.7193578985410464	0.9370883596164007
210.0621	118	0.10315070201677876	0.8024026159679822
210.0725	122	0.3611036874964819	0.829557276482562
210.1854	20	0.1630022637193648	0.8024026159679822
210.1852	517	0.5699100787786804	0.8957381744619255
210.8875	67	0.7213755089048393	0.9370883596164007
210.9354	144	0.9168525536229781	0.9756489345307537
211.0039	246	0.8254361178098604	0.9482448620223902
211.0678	122	0.6916129565116105	0.9309672373564666
211.0942	410	0.9588417828232867	0.985068794963562
211.1305	69	0.7242148393012943	0.9370883596164007
211.1441	196	0.16451132437811689	0.8024026159679822
211.1694	20	0.02129383737411454	0.7368016417940488
211.1694	569	0.9979615507476214	0.9984120977231282
211.5215	125	0.057347988714746986	0.8024026159679822
211.9875	153	0.0016104085795836975	0.6023258442117722
212.0071	213	0.5297004481222256	0.8853074905962995
212.0322	129	0.40915273016544096	0.8510831330359784
212.0322	451	0.12465946414825824	0.8024026159679822
212.9995	67	0.6507898579003993	0.914080021288562
213.0887	83	0.919038206285999	0.9760407232891744
213.146	487	0.1223351183372826	0.8024026159679822
213.1597	250	0.9420111789686001	0.9814322349643178
213.1849	19	0.41280949987515914	0.8510831330359784
213.1849	546	0.9060718829860144	0.971215730152349
213.983	426	0.45103866724806396	0.863053284543885
214.0921	113	0.682124782463899	0.9272660521228034
214.1491	488	0.4556272135339323	0.863053284543885
214.163	226	0.08517783180880181	0.8024026159679822
214.1802	491	0.07942189241170196	0.8024026159679822
214.2166	460	0.6454913866089639	0.914080021288562
214.9423	135	0.0724720785316711	0.8024026159679822
214.9867	192	0.0044731051187639976	0.6023258442117722
215.0163	148	0.3595042553679577	0.829557276482562
215.083	146	0.3079053782358871	0.8130814130655022
215.0891	427	0.30431491684126866	0.8130814130655022
215.1043	83	0.561329718804271	0.8957381744619255
215.1281	212	0.5226662247475959	0.8812697772040564
215.1578	239	0.7169739250862288	0.9370883596164007
215.1642	15	0.027665785708431354	0.8024026159679822
215.9815	251	0.07538681723086411	0.8024026159679822
216.0188	155	0.40632339840390497	0.8502480178121373
216.0188	556	0.5685746932602462	0.8957381744619255
216.0609	81	0.6185446582227554	0.9110906327818915
216.1313	216	0.6498514482139258	0.914080021288562
216.1596	13	0.8848567598323258	0.9660692304065527
216.1596	429	0.1414494216042163	0.8024026159679822
216.9227	69	0.25711888359568735	0.8024026159679822
216.9398	136	0.03581426720457886	0.8024026159679822
217.0034	335	0.7276719924820356	0.9370883596164007
217.0831	82	0.29069511422857863	0.8046589777223632
217.1045	246	0.12053345491097354	0.8024026159679822
217.1223	490	0.49971191691683736	0.8802556501492144
217.1587	13	0.574788446735919	0.8957381744619255
217.1798	576	0.3733533956385602	0.8384441418562157
217.9261	67	0.2736602951976469	0.8024026159679822
217.9987	288	0.24953376539408922	0.8024026159679822
218.1388	113	0.43394584942176306	0.8585928592130598
218.1538	517	0.24541849083057285	0.8024026159679822
218.9197	69	0.1135755273412689	0.8024026159679822
218.9841	149	0.3315245584410603	0.8229985856060947
218.9937	319	0.3087313720291019	0.8130814130655022
219.0989	94	0.48908386145589666	0.8755294655150853
219.138	517	0.8232255013428111	0.9482448620223902
219.1871	25	0.3761158409474401	0.8387358072581014
219.1956	513	0.8543708487783434	0.9578802349710087
219.9759	216	0.06767254182027901	0.8024026159679822
221.0119	51	0.2544568453112463	0.8024026159679822
221.0751	247	0.7536745857984194	0.9424376630429631
221.1152	466	0.1712025655772615	0.8024026159679822
221.1537	14	0.4083102345935269	0.8510831330359784
221.1538	523	0.7654354482150258	0.946079757269059
221.1625	256	0.18336576625109408	0.8024026159679822
221.1625	537	0.2805599795087755	0.8024026159679822
221.19	14	0.19110050721401872	0.8024026159679822
221.19	436	0.45851872707113184	0.8635113446311684
221.9773	166	0.908862780294706	0.9715580902716202
221.9772	471	0.05406643475176777	0.8024026159679822
221.994	443	0.14271456316406758	0.8024026159679822
222.8676	79	0.07688223297866907	0.8024026159679822
223.039	132	0.7850193198973473	0.946079757269059
223.0636	538	0.20799738446483826	0.8024026159679822
223.0962	504	0.12970339571691952	0.8024026159679822
223.133	54	0.11454813474228677	0.8024026159679822
223.133	524	0.39972321710918834	0.8477869670205034
223.154	11	0.24162488814588395	0.8024026159679822
223.1539	176	0.42533371000980513	0.856519895373741
223.1694	16	0.5614777479399014	0.8957381744619255
223.2058	39	0.7191981287771244	0.9370883596164007
223.2057	580	0.583286906872903	0.8957381744619255
223.9738	161	0.23079586798805268	0.8024026159679822
223.9884	430	0.344031530526103	0.8255450586149032
224.1855	13	0.3633868797479626	0.829557276482562
224.1856	417	0.688119540201018	0.9286680274576466
224.8649	76	0.1964926878877182	0.8024026159679822
224.9715	130	0.03398799360425336	0.8024026159679822
225.0347	69	0.16458071549211806	0.8024026159679822
225.0732	305	0.18222797797934576	0.8024026159679822
225.0923	341	0.8024605801824938	0.9470990368116975
225.1388	513	0.2506282644950015	0.8024026159679822
225.1485	526	0.15930726360073572	0.8024026159679822
225.1848	20	0.38568688472021817	0.840395414493612
225.1849	503	0.2187552753688317	0.8024026159679822
225.1962	517	0.10117814254243843	0.8024026159679822
225.9441	188	0.04432628220128444	0.8024026159679822
225.988	336	0.5404074401447871	0.8859900177534114
226.0482	116	0.2567362538627687	0.8024026159679822
226.0945	315	0.03246935480222306	0.8024026159679822
226.1051	71	0.12176905956844075	0.8024026159679822
226.1589	290	0.03769351956736373	0.8024026159679822
226.1802	14	0.35253497696687386	0.829557276482562
226.1802	486	0.2902042257614981	0.8046589777223632
226.2167	100	0.9371372229469656	0.9814322349643178
226.2165	548	0.22631621921918968	0.8024026159679822
226.5388	130	0.16363015844185694	0.8024026159679822
226.9515	62	0.0877396433145285	0.8024026159679822
227.0453	443	0.38301548540116426	0.8402186538769066
227.0892	139	0.24848233075092613	0.8024026159679822
227.1044	83	0.28807529510093627	0.8046589777223632
227.128	555	0.8060012991766693	0.9470990368116975
227.1543	487	0.7220938800709917	0.9370883596164007
227.2005	587	0.15214013741614826	0.8024026159679822
227.954	63	0.7000329283211574	0.9322785434391663
228.0076	326	0.08709781673992732	0.8024026159679822
228.1958	28	0.29116259375808035	0.8046589777223632
228.1952	523	0.6217884605787475	0.9110906327818915
228.2322	46	0.1402160232511183	0.8024026159679822
228.2323	522	0.5087555689122121	0.8808915543227998
228.5825	47	0.8337899349559055	0.9509410683799725
228.9554	62	0.23741034439438083	0.8024026159679822
229.086	595	0.6214486508752988	0.9110906327818915
229.1048	269	0.19356078453688624	0.8024026159679822
229.1198	89	0.48047017322099494	0.8738010133192472
229.12	488	0.300397872641662	0.8118069338706378
229.1414	349	0.7754523669926947	0.946079757269059
229.1547	92	0.35886627617507605	0.829557276482562
229.1799	18	0.3067005720067008	0.8130814130655022
229.1799	548	0.49717328080988676	0.8771783362059786
229.2356	52	0.17821137718321423	0.8024026159679822
229.549	130	0.6556465393023186	0.914080021288562
230.0051	57	0.9801058084262375	0.9881609289969515
230.0051	324	0.5337879141831245	0.8853074905962995
230.9151	149	0.5168551821842848	0.8810567432265923
230.9826	333	0.6994822163998389	0.9322785434391663
231.0544	69	0.5125511455372056	0.8810567432265923
231.0994	99	0.32999527402530515	0.8225753962205582
231.123	324	0.8161555676562264	0.9482448620223902
231.1591	486	0.9975719797202687	0.9984120977231282
231.8745	143	0.0038177237806996723	0.6023258442117722
231.9939	555	0.5330758009816042	0.8853074905962995
232.5203	134	0.7515677252207983	0.9423109804179649
232.8964	71	0.9179854661049669	0.9760407232891744
232.9617	327	0.06947331968172935	0.8024026159679822
232.9981	332	0.15601595634026275	0.8024026159679822
233.0783	352	0.19257991638092348	0.8024026159679822
233.1149	78	0.25384058456322206	0.8024026159679822
233.1383	210	0.8063287483256592	0.9470990368116975
233.8716	144	0.5880801679253962	0.8964818375015688
234.1337	341	0.8953137834937588	0.9706532995216093
234.1416	219	0.6852893701079423	0.9272660521228034
234.1576	58	0.3293762321756549	0.8225753962205582
234.1577	422	0.2053840131135947	0.8024026159679822
234.8937	71	0.4148516209894936	0.8527933136481612
235.094	82	0.7972916848450764	0.9470990368116975
235.0942	432	0.1981275876101841	0.8024026159679822
235.131	46	0.982567502577385	0.9890468469661067
235.1318	517	0.13127384291641933	0.8024026159679822
235.2057	19	0.3259861007759355	0.8191359706696333
235.206	328	0.12073347679438605	0.8024026159679822
235.2055	522	0.1123505630913869	0.8024026159679822
235.9726	216	0.38203486999796377	0.8402186538769066
236.0277	17	0.08350714198156789	0.8024026159679822
236.0276	500	0.7319457795041477	0.9370883596164007
236.1726	285	0.06099042791696289	0.8024026159679822
236.209	22	0.7683305161111015	0.946079757269059
236.2092	521	0.07720267116912441	0.8024026159679822
236.222	43	0.3185846566378134	0.8157395768308975
236.998	111	0.8029098063064335	0.9470990368116975
237.1171	84	0.6049576979501093	0.9074177790962276
237.1171	499	0.06899771906750715	0.8024026159679822
238.0014	110	0.5956513005195478	0.9026974453433064
238.1188	85	0.42902851231188377	0.8582438806618258
239.0023	112	0.538958780451877	0.8859651741012022
239.1043	83	0.5680289926076207	0.8957381744619255
239.1641	541	0.1669720408602473	0.8024026159679822
239.2006	568	0.09276988766081298	0.8024026159679822
239.9978	297	0.49956716276960755	0.8802556501492144
241.0305	140	0.9290103183428986	0.9803270787846968
241.1197	89	0.2806449554184879	0.8024026159679822
241.1436	476	0.2912340949764345	0.8046589777223632
241.1779	71	0.9072276901693873	0.971215730152349
241.1795	563	0.28577717832291816	0.8046589777223632
