mz	rtime	p-value	FDR_BH
124.8975	124	0.9376082481755549	0.9814322349643178
125.0381	123	0.8303896299826209	0.9504349128125192
125.0381	510	0.9671834806402335	0.9858687180767054
125.0452	486	0.6972668557565809	0.9322785434391663
125.0712	226	0.2548015295983301	0.8024026159679822
125.5739	122	0.7750208964534518	0.946079757269059
125.9724	324	0.694759650871352	0.9322785434391663
126.0221	149	0.5691202168171564	0.8957381744619255
126.0915	145	0.9467461913553146	0.9814322349643178
126.5367	377	0.25808148502679035	0.8024026159679822
126.5423	126	0.6356835499941131	0.914080021288562
126.5424	488	0.645783153049355	0.914080021288562
126.8955	124	0.8316963247891427	0.9504349128125192
126.9555	320	0.2807238496166924	0.8024026159679822
127.0504	307	0.45117393229921177	0.863053284543885
127.0869	11	0.006952511497510186	0.6845480499502635
127.0868	492	0.16820656378166482	0.8024026159679822
127.1232	68	0.9480984240599747	0.9814322349643178
127.5444	453	0.2131636208897838	0.8024026159679822
127.967	318	0.23619285385413016	0.8024026159679822
128.0458	277	0.2169583355931524	0.8024026159679822
128.1071	174	0.4795560167825855	0.8738010133192472
128.1436	399	0.20698389181650922	0.8024026159679822
128.9468	366	0.170463405661154	0.8024026159679822
128.9508	328	0.5141351667748236	0.8810567432265923
129.0661	88	0.9306421358659772	0.980648108929627
129.1024	163	0.8356816622029205	0.9515195802509663
129.1105	413	0.95085640275006	0.9822730886833171
129.1276	431	0.5392491527261681	0.8859651741012022
129.5245	25	0.5565698740303918	0.8957381744619255
129.5311	318	0.7681782609418216	0.946079757269059
129.5358	47	0.256260272897751	0.8024026159679822
129.5358	493	0.6483994295683091	0.914080021288562
129.9791	287	0.6025744279349206	0.9061578362434225
129.9876	57	0.6167608640576284	0.9110906327818915
129.9952	318	0.8072866997543464	0.9470990368116975
130.0337	164	0.44744956575652706	0.863053284543885
130.05	128	0.2737021023495547	0.8024026159679822
130.0657	167	0.4320583079191027	0.8585352918797358
130.0864	111	0.6247422666614173	0.9132116510037604
130.1592	433	0.24046495358370182	0.8024026159679822
130.5219	448	0.22969716117528324	0.8024026159679822
130.5335	80	0.3705166557995183	0.8384441418562157
130.5335	494	0.6000547237431864	0.9058046783480252
130.9664	333	0.3445268260870352	0.8255450586149032
131.0224	28	0.45005958052244666	0.863053284543885
131.0223	473	0.1350454176806415	0.8024026159679822
131.0352	52	0.2880176454972624	0.8046589777223632
131.0351	482	0.7266105923367505	0.9370883596164007
131.055	426	0.11192857500913765	0.8024026159679822
131.0816	90	0.49310963820209863	0.8755294655150853
131.0857	298	0.8910990747888742	0.9684529424875651
131.0898	129	0.5345437124477533	0.8853130543977737
131.1067	204	0.5788616813278713	0.8957381744619255
131.118	488	0.4529796894485817	0.863053284543885
131.1625	53	0.006044648325716926	0.6697470344894354
131.5526	155	0.3878241492350013	0.8417417382025102
131.9295	188	0.1919703591269983	0.8024026159679822
131.9744	23	0.6530761042168293	0.914080021288562
131.9744	331	0.18674202791004843	0.8024026159679822
132.0033	67	0.06442248035216923	0.8024026159679822
132.0034	592	0.45418018591389764	0.863053284543885
132.0546	535	0.46767774636219306	0.8661093827350878
132.0657	133	0.32630048142481527	0.8191359706696333
132.102	88	0.5768929404490599	0.8957381744619255
132.102	593	0.3438232090142881	0.8255450586149032
132.5366	141	0.7937461758865756	0.9470990368116975
132.5517	125	0.26312993801318296	0.8024026159679822
132.9873	93	0.3395989608989243	0.8255450586149032
133.0067	67	0.045787063803182045	0.8024026159679822
133.0607	147	0.13637598958108982	0.8024026159679822
133.0795	513	0.7697121353230179	0.946079757269059
133.0973	136	0.2519000373898153	0.8024026159679822
133.1013	13	0.018800668819149987	0.7368016417940488
133.1013	470	0.27844675405852803	0.8024026159679822
133.1053	80	0.5724847004293524	0.8957381744619255
133.5204	39	0.2113396887042171	0.8024026159679822
133.5206	408	0.6445936074049511	0.914080021288562
133.5626	147	0.7747383266924464	0.946079757269059
134.0188	83	0.7311895215521984	0.9370883596164007
134.0337	305	0.5689514952980295	0.8957381744619255
134.0443	131	0.41286749459100935	0.8510831330359784
134.1006	128	0.18625897358474375	0.8024026159679822
134.1062	84	0.5945154972251281	0.9026974453433064
135.0029	80	0.28009236983382146	0.8024026159679822
135.0442	311	0.038243416906511916	0.8024026159679822
135.0806	325	0.5857274360035515	0.8957381744619255
135.0918	473	0.8496150231130324	0.9571032526427656
135.1017	260	0.0353035455324501	0.8024026159679822
135.1169	13	0.74690473013092	0.9408773399934138
135.5305	42	0.2647316753505666	0.8024026159679822
136.0063	71	0.7208121594325478	0.9370883596164007
136.0407	448	0.8691661025886234	0.9611640789982936
136.0488	69	0.3642415297913054	0.829557276482562
136.0638	117	0.9458380501716548	0.9814322349643178
136.105	272	0.29580607782972446	0.8092403441141178
136.1122	466	0.4371265619797654	0.8608233945950012
136.5307	318	0.18782729346287122	0.8024026159679822
137.0001	430	0.8651669216392314	0.9611640789982936
137.0251	508	0.49652685961362286	0.8771783362059786
137.0458	103	0.34965189701268407	0.829557276482562
137.0515	70	0.04101598012674408	0.8024026159679822
137.0723	72	0.7345707388526868	0.9370883596164007
137.0962	498	0.40142264425124163	0.8477869670205034
137.9484	91	0.585879106726116	0.8957381744619255
137.9871	281	0.24600178167890857	0.8024026159679822
137.9985	32	0.9441459178796303	0.9814322349643178
138.0175	150	0.9018239650984198	0.971215730152349
138.0175	507	0.2815807671339188	0.8024026159679822
138.0277	136	0.5076051535454973	0.8808915543227998
138.0486	81	0.4650484462127791	0.8661093827350878
138.055	151	0.2045703334837324	0.8024026159679822
138.0663	563	0.6453493974103603	0.914080021288562
138.0914	451	0.1987730623270046	0.8024026159679822
138.1279	13	0.8245793089139573	0.9482448620223902
138.1278	499	0.8725200216148874	0.9619424715913385
138.9065	114	0.863992742258904	0.9606662904394035
138.9861	287	0.5334983619089475	0.8853074905962995
138.9954	259	0.4121913033190302	0.8510831330359784
139.0179	150	0.2265829820842678	0.8024026159679822
139.0179	494	0.11031190413139265	0.8024026159679822
139.0504	283	0.4920675376796302	0.8755294655150853
139.0748	173	0.5838016820463015	0.8957381744619255
139.1119	486	0.9348998169231525	0.9814322349643178
139.9631	319	0.3459994572081895	0.8271141285580883
139.9823	298	0.36225836329685024	0.829557276482562
139.9986	461	0.7069838455967294	0.9358061243482261
140.0108	554	0.14468607754017698	0.8024026159679822
140.0215	139	0.7061008229371186	0.9358061243482261
140.0213	497	0.632249421923071	0.914080021288562
140.0683	91	0.6495635687459069	0.914080021288562
140.0687	546	0.21772306586646406	0.8024026159679822
140.1071	461	0.4674566804859235	0.8661093827350878
140.1151	12	0.7306393341705495	0.9370883596164007
140.8713	157	0.2660643403322705	0.8024026159679822
140.9035	114	0.6093691849629799	0.9078843009209498
140.9616	327	0.13897597417566	0.8024026159679822
140.9821	283	0.6919004504380879	0.9309672373564666
140.9856	288	0.9699995061271971	0.9860178465953526
141.0064	123	0.9258179916638691	0.9778897376201783
141.0658	130	0.7451153100668559	0.9408773399934138
141.0716	91	0.5648534457797859	0.8957381744619255
141.1022	494	0.31785350500305803	0.8157395768308975
141.1274	15	0.29802650343689924	0.8092403441141178
141.5325	132	0.09095254854160036	0.8024026159679822
141.954	28	0.008977464716121675	0.6845480499502635
141.9543	318	0.2500843599258655	0.8024026159679822
141.9583	30	0.2735607602684614	0.8024026159679822
141.9586	333	0.8941856512319784	0.970379727291902
141.9705	318	0.4262459010827342	0.856519895373741
141.9793	265	0.06812443923559099	0.8024026159679822
142.015	146	0.9054597337493375	0.971215730152349
142.0151	556	0.4810637347696217	0.8738010133192472
142.0519	124	0.9414565229831178	0.9814322349643178
142.0864	252	0.9170923874673105	0.9756489345307537
142.1227	417	0.7851626986818585	0.946079757269059
142.8693	158	0.020441292893504683	0.7368016417940488
142.9007	122	0.41262958066573163	0.8510831330359784
142.9386	199	0.9531907288802695	0.9837192057749793
142.9481	144	0.7144902423073631	0.9370883596164007
142.96	321	0.19862375268508878	0.8024026159679822
142.9852	319	0.5723848106027902	0.8957381744619255
142.9913	322	0.234386225944347	0.8024026159679822
143.0037	123	0.737296966770346	0.9389942979098199
143.0109	137	0.6470429424432989	0.914080021288562
143.011	495	0.21065163764451778	0.8024026159679822
143.0397	259	0.5520653182636732	0.8936792523901531
143.0485	122	0.9623020760826657	0.9852944278936859
143.0605	138	0.30983869236685013	0.8130814130655022
143.0605	497	0.19768170010381658	0.8024026159679822
143.0816	475	0.6447404833297665	0.914080021288562
143.1261	13	0.284230055203767	0.8046589777223632
143.1261	166	0.628734868400929	0.914080021288562
143.1262	425	0.12053222537169432	0.8024026159679822
143.5619	130	0.22183677895262607	0.8024026159679822
143.5622	508	0.05943997977426853	0.8024026159679822
143.9589	324	0.6353800082153109	0.914080021288562
143.9811	318	0.8674318298888684	0.9611640789982936
144.0551	72	0.6819829104010866	0.9272660521228034
144.0809	77	0.6987908596752732	0.9322785434391663
144.081	472	0.7257186506483453	0.9370883596164007
144.102	108	0.33573567635351054	0.8241809301539335
144.9822	25	0.11581692636960605	0.8024026159679822
145.1337	11	0.016486579898443838	0.7368016417940488
145.1336	325	0.2510591158092297	0.8024026159679822
145.1418	11	0.18396576274854617	0.8024026159679822
145.1417	478	0.36115851721194125	0.829557276482562
145.9295	326	0.24472422820362655	0.8024026159679822
145.9543	323	0.1977044538017516	0.8024026159679822
145.9794	28	0.24930660824337375	0.8024026159679822
145.9804	355	0.7942287023571861	0.9470990368116975
145.9856	23	0.19921085236544098	0.8024026159679822
145.9858	537	0.5895029062521477	0.8972104672079392
146.0602	140	0.32591298879700936	0.8191359706696333
146.0813	257	0.02282863079701433	0.7550484454654292
146.1176	98	0.4059215659809523	0.8502100096538661
146.1176	591	0.09238626198275668	0.8024026159679822
146.9614	324	0.06706934912453529	0.8024026159679822
146.9804	25	0.11625115793916237	0.8024026159679822
146.9804	506	0.4601460119581585	0.8648715542826796
147.0288	138	0.8069564400679348	0.9470990368116975
147.0441	120	0.7514269368060165	0.9423109804179649
147.121	98	0.6278134784479773	0.914080021288562
147.9838	25	0.03358293505372982	0.8024026159679822
147.9838	526	0.20611073808845504	0.8024026159679822
148.0039	80	0.5168495050758719	0.8810567432265923
148.0393	314	0.6762181446492674	0.9262920814421761
148.0606	128	0.507719222430354	0.8808915543227998
148.0797	128	0.2248612163272423	0.8024026159679822
148.0969	471	0.6389987910241977	0.914080021288562
148.1162	126	0.8470023716139892	0.9569274387650237
148.9348	71	0.3311197658924675	0.8229985856060947
148.9771	324	0.10063411377140316	0.8024026159679822
149.0321	125	0.6718827240268026	0.923972108420602
149.0808	130	0.3233601240913905	0.8191359706696333
149.0962	496	0.0695010932740186	0.8024026159679822
149.1326	14	0.3373524108178393	0.8255450586149032
149.9549	469	0.8632370424030139	0.9606662904394035
149.9662	267	0.03574526204593897	0.8024026159679822
150.0138	95	0.2939406021617291	0.8079285749239123
150.0585	86	0.4417287185352231	0.8623727103041458
150.0914	477	0.05391841986936942	0.8024026159679822
150.1279	428	0.5586775843610595	0.8957381744619255
150.9322	72	0.15407783407035364	0.8024026159679822
151.0354	127	0.670181206056401	0.923972108420602
151.1119	445	0.9754697532480228	0.9879323052107892
152.0166	11	0.3982209059247196	0.8477869670205034
152.0221	71	0.6863978408301694	0.9272660521228034
152.0361	132	0.7928608762299502	0.9470990368116975
152.0469	383	0.03998376556586088	0.8024026159679822
152.0707	217	0.17593915603262372	0.8024026159679822
152.1071	12	0.005164346137194797	0.6023258442117722
152.107	496	0.06956728835097885	0.8024026159679822
152.1152	534	0.7924442848118278	0.9470990368116975
152.1282	326	0.05634184194117676	0.8024026159679822
152.995	286	0.5497790974056553	0.8936792523901531
153.0111	27	0.25215970536710547	0.8024026159679822
153.0111	248	0.5847948928897961	0.8957381744619255
153.0329	138	0.9064976090892065	0.971215730152349
153.0446	447	0.8628909383637458	0.9606662904394035
153.066	144	0.7414257793730066	0.940417161073501
153.0769	127	0.8637627961313209	0.9606662904394035
153.0911	170	0.8824333391874648	0.9656653232787269
153.1275	471	0.7737177239492312	0.946079757269059
153.9934	67	0.4311438470010577	0.858413984684945
153.9983	40	0.3540210306856114	0.829557276482562
153.9982	302	0.7986568182693904	0.9470990368116975
154.0051	142	0.6175977651324374	0.9110906327818915
154.0052	477	0.7418092046735018	0.940417161073501
154.0153	271	0.6354849758844623	0.914080021288562
154.0492	149	0.9720098598418467	0.9867035498898453
154.0587	79	0.7909580758676479	0.9470990368116975
154.0871	134	0.36015703722934966	0.829557276482562
154.0944	134	0.8602728855350112	0.9606662904394035
154.1227	460	0.9117834881809326	0.9728031823827379
154.8803	109	0.8449042493004264	0.9562306035342548
154.9902	285	0.941939202457439	0.9814322349643178
155.1431	457	0.37419731782301324	0.8384441418562157
155.1544	476	0.22075154426343382	0.8024026159679822
155.9743	318	0.9919939429195515	0.9943127529920235
155.9897	304	0.26713508307130374	0.8024026159679822
155.9937	281	0.01348338085096366	0.722968743213608
156.0422	91	0.05732203451546818	0.8024026159679822
156.044	460	0.004091560476591226	0.6023258442117722
156.0722	80	0.9152400304637812	0.9747675429003658
156.0769	135	0.5986981032027625	0.9049897658235483
156.102	255	0.21489473059915046	0.8024026159679822
156.8775	114	0.007356867019146997	0.6845480499502635
156.984	126	0.38017604304757224	0.8402186538769066
157.0061	469	0.2109723842382276	0.8024026159679822
157.0209	146	0.9437661758457803	0.9814322349643178
157.0286	143	0.8498540102268393	0.9571032526427656
157.0287	482	0.30948296080759935	0.8130814130655022
157.0762	500	0.4164599565677406	0.8537236482461732
157.0836	330	0.26567953181132015	0.8024026159679822
157.1224	15	0.19908195566010795	0.8024026159679822
157.5223	130	0.0639614162184267	0.8024026159679822
157.9885	354	0.16306561865246327	0.8024026159679822
157.9943	280	0.10180811783183985	0.8024026159679822
158.0382	125	0.31878631477236336	0.8157395768308975
158.0813	269	0.9551083645080315	0.983970309507112
158.1176	428	0.24101517716707413	0.8024026159679822
158.154	22	0.5590748291402652	0.8957381744619255
158.154	176	0.31651231312218436	0.8155712626497216
158.154	537	0.6342270251410922	0.914080021288562
158.9634	83	0.09031660985391311	0.8024026159679822
159.0232	195	0.24768186711719087	0.8024026159679822
159.0652	322	0.19633413787120324	0.8024026159679822
159.0918	75	0.47308687590653553	0.867848110106691
159.1018	318	0.15328272503537038	0.8024026159679822
159.1384	337	0.47400430232864266	0.8688118560465444
159.151	538	0.6986402136353748	0.9322785434391663
159.1574	21	0.7053185660864347	0.9353596304294072
159.1574	536	0.4933807387440723	0.8755294655150853
159.9618	316	0.15456922732323833	0.8024026159679822
159.9675	66	0.3597094024969031	0.829557276482562
159.9692	324	0.04533804628992985	0.8024026159679822
160.0345	84	0.5528792402681126	0.8936792523901531
160.1163	11	0.005010641864406881	0.6023258442117722
160.1333	500	0.10726493512901054	0.8024026159679822
160.9682	64	0.45736194976950206	0.863053284543885
160.9837	282	0.38488897780969544	0.8402186538769066
161.0185	78	0.7669325980989128	0.946079757269059
161.0576	116	0.7698934668263069	0.946079757269059
161.0811	328	0.7596177173798576	0.9456813829852609
161.0962	555	0.6622277476576411	0.9189083837253179
161.1107	505	0.9433025773617486	0.9814322349643178
161.1325	529	0.6505819830608537	0.914080021288562
162.0486	94	0.049222538312214105	0.8024026159679822
162.1126	97	0.2811767886680544	0.8024026159679822
163.0569	129	0.6780169088179175	0.9265044218049718
163.0753	26	0.15963937025450584	0.8024026159679822
163.1118	514	0.7199044610949656	0.9370883596164007
163.1231	469	0.031666228522114176	0.8024026159679822
163.1329	306	0.2673184950700148	0.8024026159679822
163.1482	16	0.6905944199958092	0.9308742303593146
163.1482	496	0.4232123337100636	0.856519895373741
163.5635	121	0.46813473588215826	0.8661093827350878
163.562	481	0.47066989291992345	0.8661093827350878
163.9998	278	0.43975059066811695	0.8616156577546835
164.0294	80	0.036799767847701344	0.8024026159679822
164.0669	123	0.8693208446678362	0.9611640789982936
