p-value	FDR_BH	t-score	row_number	mz	retention_time	mock_6hr_01	mock_6hr_02	mock_6hr_03	p_0hr_01	p_0hr_02	p_0hr_03	yf_6hr_01	yf_6hr_02	yf_6hr_03
7.908402827706274e-06	0.0021075893535837218	29.456643658255878	row_7236	176.1021	54.0	17.87	18.463229830325915	18.320181472502796	16.924001646357965	16.47053544880557	18.268963924697637	23.815813469928084	23.922400717344356	23.69987786652266
8.676428957723613e-06	0.0021127523975088495	28.7793283808767	row_290	122.0709	73.0	16.64	16.62948112413577	16.546274084514213	14.37367576315968	13.733477480718513	16.55332417081311	18.18328174953378	18.22266457055787	18.07193853146451
8.690809254986038e-06	0.0021127523975088495	-28.767368093692735	row_6242	221.0581	83.0	15.11	15.644496104810777	15.577761430152627	15.380126207486972	14.870705791402573	15.60712285200407	10.173250226871595	10.276016163374546	10.390843550098106
8.720553985965233e-06	0.0021127523975088495	28.742707255534146	row_5713	221.0424	90.0	9.97	10.447128343266138	10.164285435773673	11.119811705286006	12.152922879428804	10.366623240138614	15.418035198398172	15.852069066469461	15.560210050447816
9.402317517094374e-06	0.002210927310269692	-28.204692966491432	row_5087	427.0903	108.0	22.47	22.63369831640407	22.714170462290614	21.77059796078842	21.703713183563572	22.636046934585515	17.09146853561677	17.212584747076722	16.602421038421546
1.024547488656882e-05	0.0023403591919462204	-27.603056960631235	row_2088	381.0985	510.0	14.88	15.340617747784982	15.414643509418045	14.305276218399573	13.010662876470171	15.284790534607582	10.173250226871595	10.276016163374546	10.390843550098106
1.117717924222198e-05	0.002482265223376798	27.00628956092277	row_204	113.0203	103.0	9.97	10.447128343266138	10.164285435773673	15.214013027355282	14.909255903629152	10.366623240138614	14.489483773478096	14.666771314425255	14.392933743917236
1.1626014408605057e-05	0.0025121617620756063	-26.740562710373073	row_6875	226.0297	93.0	14.43	14.418504112672224	14.629638515882867	12.556202145248259	13.068488044810039	14.577738999673356	10.173250226871595	10.276016163374546	10.630552077332064
1.2001892648264102e-05	0.0025251350453387236	-26.52770010280443	row_894	169.5265	93.0	16.18	16.92288091712619	16.811340705707906	15.22378439089244	15.159831633101911	16.97963465511169	10.173250226871595	10.276016163374546	10.390843550098106
1.4078637080120581e-05	0.0028861206014247193	25.48510844836497	row_5342	113.029	180.0	9.97	10.447128343266138	10.164285435773673	11.452038065549385	10.398892773119492	10.366623240138614	13.958882959238053	14.151424465710383	14.153225216683278
1.486300513096097e-05	0.002930493661325092	-25.140237731812846	row_6199	163.5351	163.0	13.28	13.370647709134998	13.304305409914386	11.989463060093083	12.981750292300237	13.278011913397199	10.254881121370062	10.636758957474957	10.390843550098106
1.5028172622179958e-05	0.002930493661325092	25.070509065949445	row_7857	276.9721	72.0	9.97	10.447128343266138	10.164285435773673	9.742049446546703	9.608615472474638	10.366623240138614	14.19357178092115	14.388484016119225	14.111536777164327
1.599176870587529e-05	0.003005488999628658	24.681937649043476	row_7687	308.0626	117.0	10.68	11.348284850308152	11.09201860995161	9.742049446546703	9.608615472474638	11.385609275779117	16.040470768948992	16.284960419389954	16.237647192630742
1.632774876739851e-05	0.003005488999628658	-24.553272957952444	row_5906	334.0416	295.0	15.11	15.686410360952268	15.751074220933122	14.324818945473888	15.140556576988622	15.887863902639719	10.173250226871595	10.276016163374546	10.390843550098106
1.688077219001284e-05	0.003005488999628658	24.34852986605917	row_945	174.0574	179.0	15.15	14.973868006546953	14.93548461726021	15.214013027355282	15.429682418687959	14.702512799955867	17.41799211361064	17.635169163022915	17.394501389281587
1.6916448403163177e-05	0.003005488999628658	24.335609950634048	row_7890	349.1076	88.0	9.97	10.656699623973584	10.164285435773673	13.445396227129653	11.844521981616177	11.344018009018281	15.76496650001666	16.099435553852597	15.789496467802037
1.8051413971793125e-05	0.003123430865179366	-23.941503610075664	row_1331	215.5499	93.0	18.76	20.129321511950103	19.778047889068127	16.220463471682574	16.287422415729324	20.182162195696137	9.377349005511528	9.606065260045213	9.630029528877282
1.8361632353149494e-05	0.003123430865179366	23.839141502574503	row_7829	201.0504	61.0	9.97	10.447128343266138	10.643444327931508	9.742049446546703	9.608615472474638	10.82412717450782	15.132327067653534	15.171811226165829	15.11205932561911
1.89940093895334e-05	0.0031445402332065616	-23.637010203362443	row_2163	410.0664	93.0	14.76	14.565204009167434	14.945679487306121	14.539788943291368	14.629767589986459	14.816888783548167	10.173250226871595	9.678213818865295	9.609185309117807
1.9272354149733774e-05	0.0031445402332065616	-23.550686053477552	row_6318	424.0998	370.0	15.47	15.131046467077535	15.689905000657655	14.080534857044935	14.417741972740279	15.742294468976791	9.887542096126955	10.276016163374546	10.390843550098106
2.178748924554277e-05	0.003313166597171885	22.835102885103122	row_7994	272.0929	102.0	8.73	9.221136351127585	9.226357391549824	9.33165217798606	8.394286937337423	8.172683918504463	13.458893730434935	13.862830230430054	13.6842302720951
2.204019091343801e-05	0.003313166597171885	22.768945199199596	row_7893	389.2671	238.0	9.97	10.447128343266138	10.164285435773673	9.742049446546703	9.608615472474638	10.366623240138614	13.775213446616501	14.027741222018813	14.059426227765643
2.231400408499503e-05	0.003313166597171885	22.698321076984364	row_1610	265.1103	46.0	21.17	21.145742223381212	21.10338099503661	17.57868300334756	18.484778812644286	21.024385347603083	22.38727281620489	22.572191973711387	22.438802571074447
2.231954758883896e-05	0.003313166597171885	22.696902439935343	row_5676	205.028	115.0	14.58	14.198454267929407	14.28301293432188	10.875527616857052	12.837187371450568	13.881085281429336	17.03024536474292	16.975525196667878	17.02972754349078
2.3122193961537925e-05	0.003313166597171885	-22.49601844939394	row_2209	428.0978	92.0	21.53	22.319341395342903	22.26559618027051	19.09324435160708	19.111218136326183	22.927185801911378	15.458850645647406	15.367643028677481	14.934883457663577
2.3123904928622672e-05	0.003313166597171885	22.495599572303316	row_7806	107.5041	360.0	9.21	8.906779430066416	9.450644532559872	8.315430370121609	9.17492670992563	11.167255125284724	14.907842107782745	14.440018700990711	14.319978974759074
2.353720385639741e-05	0.003313166597171885	22.395534705466122	row_6850	204.1216	179.0	12.18	12.417098381916123	12.825146517756549	9.742049446546703	9.608615472474638	13.215625013255945	17.315953495487555	17.686703847894403	17.352812949762633
2.3621075176835202e-05	0.003313166597171885	-22.37549600667821	row_5869	298.5694	295.0	15.14	15.822631693412106	15.832633181300412	14.510474852679893	15.102006464762043	16.054228969683066	10.173250226871595	10.276016163374546	10.390843550098106
2.550756146585794e-05	0.0034624740250995953	21.946930021711047	row_7964	293.0714	103.0	9.97	10.447128343266138	10.164285435773673	9.38050899567185	11.083157265141256	11.416802725849747	14.642541700662724	14.862603116936906	15.205858314536746
2.6273231082947574e-05	0.0034624740250995953	21.784132890507234	row_2940	734.9819	42.0	18.57	18.60992972682113	18.493494263283292	17.383255732604397	17.357188030016875	18.52890934195287	19.632230126881588	19.75839817972819	19.65609923318458
